SGB_ID,Genome_Name,Study,Sample_ID,Country,Westernized,Body_Site,Age_Category
14409,ZeeviD_2015__PNP_Main_270__bin.3,ZeeviD_2015,PNP_Main_270,ISR,Yes,Stool,Adult
14410,ZeeviD_2015__PNP_Main_340__bin.43,ZeeviD_2015,PNP_Main_340,ISR,Yes,Stool,Adult
14424,CosteaPI_2017__SID713B069-11-90-0__bin.3,CosteaPI_2017,SID713B069-11-90-0,KAZ,Yes,Stool,Adult
14424,FengQ_2015__SID31549__bin.11,FengQ_2015,SID31549,AUT,Yes,Stool,Senior
14424,FengQ_2015__SID31714__bin.43,FengQ_2015,SID31714,AUT,Yes,Stool,Senior
14424,FengQ_2015__SID530054__bin.73,FengQ_2015,SID530054,AUT,Yes,Stool,Adult
14424,HMP_2012__SRS023914__bin.6,HMP_2012,SRS023914,USA,Yes,Stool,Adult
14424,LiJ_2014__O2.CD2-0__bin.30,LiJ_2014,O2.CD2-0,ESP,Yes,Stool,Adult
14424,LiJ_2014__V1.CD40-0__bin.25,LiJ_2014,V1.CD40-0,ESP,Yes,Stool,Adult
14424,SchirmerM_2016__G88933__bin.9,SchirmerM_2016,G88933,NLD,Yes,Stool,Adult
14424,XieH_2016__YSZC12003_37201__bin.71,XieH_2016,YSZC12003_37201,GBR,Yes,Stool,Adult
14432,LeChatelierE_2013__MH0276__bin.47,LeChatelierE_2013,MH0276,DNK,Yes,Stool,Adult
14433,LiJ_2014__O2.CD1-0__bin.56,LiJ_2014,O2.CD1-0,ESP,Yes,Stool,Adult
14434,RaymondF_2016__P2E0__bin.78,RaymondF_2016,P2E0,CAN,Yes,Stool,Adult
14435,ZellerG_2014__CCIS16326685ST-4-0__bin.44,ZellerG_2014,CCIS16326685ST-4-0,FRA,Yes,Stool,Adult
14442,ZeeviD_2015__PNP_Main_330__bin.28,ZeeviD_2015,PNP_Main_330,ISR,Yes,Stool,Adult
14446,ZeeviD_2015__PNP_Main_50__bin.26,ZeeviD_2015,PNP_Main_50,ISR,Yes,Stool,Adult
14447,SchirmerM_2016__G89141__bin.24,SchirmerM_2016,G89141,NLD,Yes,Stool,Adult
14450,CosteaPI_2017__peacemaker2-11-0-0__bin.39,CosteaPI_2017,peacemaker2-11-0-0,DEU,Yes,Stool,Adult
14451,KarlssonFH_2013__S144__bin.48,KarlssonFH_2013,S144,SWE,Yes,Stool,Senior
14451,LiuW_2016__SRR3992972__bin.9,LiuW_2016,SRR3992972,MNG,Yes,Stool,Adult
14451,LiuW_2016__SRR3993042__bin.9,LiuW_2016,SRR3993042,MNG,No,Stool,Adult
14451,LiuW_2016__SRR3993063__bin.5,LiuW_2016,SRR3993063,MNG,No,Stool,Adult
14452,ZellerG_2014__CCIS22958137ST-20-0__bin.4,ZellerG_2014,CCIS22958137ST-20-0,FRA,Yes,Stool,Adult
14454,BackhedF_2015__SID276_12M__bin.44,BackhedF_2015,SID276_12M,SWE,Yes,Stool,Child
14454,BackhedF_2015__SID276_4M__bin.14,BackhedF_2015,SID276_4M,SWE,Yes,Stool,Newborn
14454,BackhedF_2015__SID276_B__bin.5,BackhedF_2015,SID276_B,SWE,Yes,Stool,Newborn
14454,BackhedF_2015__SID377_12M__bin.1,BackhedF_2015,SID377_12M,SWE,Yes,Stool,Child
14454,BackhedF_2015__SID397_M__bin.6,BackhedF_2015,SID397_M,SWE,Yes,Stool,Adult
14454,BackhedF_2015__SID526_4M__bin.8,BackhedF_2015,SID526_4M,SWE,Yes,Stool,Newborn
14454,BackhedF_2015__SID527_M__bin.4,BackhedF_2015,SID527_M,SWE,Yes,Stool,Adult
14454,BackhedF_2015__SID53_12M__bin.26,BackhedF_2015,SID53_12M,SWE,Yes,Stool,Child
14454,BackhedF_2015__SID53_4M__bin.8,BackhedF_2015,SID53_4M,SWE,Yes,Stool,Newborn
14454,BackhedF_2015__SID572_12M__bin.24,BackhedF_2015,SID572_12M,SWE,Yes,Stool,Child
14455,SchirmerM_2016__G89040__bin.20,SchirmerM_2016,G89040,NLD,Yes,Stool,Senior
14457,LiuW_2016__SRR3993010__bin.7,LiuW_2016,SRR3993010,MNG,Yes,Stool,Adult
14458,HanniganGD_2017__MG100152__bin.4,HanniganGD_2017,MG100152,CAN,Yes,Stool,Adult
14459,GeversD_2014__SKBSTL013__bin.1,GeversD_2014,SKBSTL013,USA,Yes,Stool,Adult
14460,NielsenHB_2014__V1_CD16_0__bin.43,NielsenHB_2014,V1_CD16_0,ESP,Yes,Stool,Senior
14461,KarlssonFH_2013__S487__bin.72,KarlssonFH_2013,S487,SWE,Yes,Stool,Senior
14462,LiuW_2016__SRR3993050__bin.63,LiuW_2016,SRR3993050,MNG,No,Stool,Adult
14465,ZeeviD_2015__PNP_Main_226__bin.29,ZeeviD_2015,PNP_Main_226,ISR,Yes,Stool,Adult
14466,BackhedF_2015__SID172_12M__bin.31,BackhedF_2015,SID172_12M,SWE,Yes,Stool,Child
14467,LiJ_2014__MH0246__bin.13,LiJ_2014,MH0246,DNK,Yes,Stool,Adult
14468,KarlssonFH_2013__S389__bin.1,KarlssonFH_2013,S389,SWE,Yes,Stool,Senior
14469,CosteaPI_2017__SID713A058-11-0-0__bin.42,CosteaPI_2017,SID713A058-11-0-0,KAZ,Yes,Stool,Adult
14470,BackhedF_2015__SID137_M__bin.64,BackhedF_2015,SID137_M,SWE,Yes,Stool,Adult
14470,HanniganGD_2017__MG100161__bin.4,HanniganGD_2017,MG100161,USA,Yes,Stool,Adult
14470,LeChatelierE_2013__MH0450__bin.12,LeChatelierE_2013,MH0450,DNK,Yes,Stool,Adult
14470,LiJ_2014__MH0284__bin.31,LiJ_2014,MH0284,DNK,Yes,Stool,Adult
14470,LiJ_2014__O2.UC43-1__bin.13,LiJ_2014,O2.UC43-1,ESP,Yes,Stool,Adult
14470,LiJ_2014__V1.CD2-0-PN__bin.13,LiJ_2014,V1.CD2-0-PN,ESP,Yes,Stool,Adult
14470,NielsenHB_2014__V1_UC53_0__bin.71,NielsenHB_2014,V1_UC53_0,ESP,Yes,Stool,Adult
14470,SchirmerM_2016__G88955__bin.11,SchirmerM_2016,G88955,NLD,Yes,Stool,Adult
14470,SchirmerM_2016__G89017__bin.7,SchirmerM_2016,G89017,NLD,Yes,Stool,Adult
14470,VogtmannE_2016__MMRS85548821ST-27-0-0__bin.18,VogtmannE_2016,MMRS85548821ST-27-0-0,USA,Yes,Stool,Senior
14471,ZeeviD_2015__PNP_Main_266__bin.16,ZeeviD_2015,PNP_Main_266,ISR,Yes,Stool,Adult
14474,SchirmerM_2016__G88949__bin.1,SchirmerM_2016,G88949,NLD,Yes,Stool,Adult
14475,LiJ_2014__MH0238__bin.40,LiJ_2014,MH0238,DNK,Yes,Stool,Adult
14478,LeChatelierE_2013__MH0417__bin.74,LeChatelierE_2013,MH0417,DNK,Yes,Stool,Adult
14495,NielsenHB_2014__V1_UC32_0__bin.54,NielsenHB_2014,V1_UC32_0,ESP,Yes,Stool,Adult
14526,LiJ_2014__V1.CD50-0__bin.3,LiJ_2014,V1.CD50-0,ESP,Yes,Stool,Adult
14532,ZeeviD_2015__PNP_DietIntervention_31__bin.20,ZeeviD_2015,PNP_DietIntervention_31,ISR,Yes,Stool,Adult
14532,ZeeviD_2015__PNP_Main_199__bin.37,ZeeviD_2015,PNP_Main_199,ISR,Yes,Stool,Adult
14540,YuJ_2015__SZAXPI003415-12__bin.23,YuJ_2015,SZAXPI003415-12,CHN,Yes,Stool,Senior
14543,LoombaR_2017__SID5208_byt__bin.31,LoombaR_2017,SID5208_byt,USA,Yes,Stool,Adult
14544,SchirmerM_2016__G88916__bin.3,SchirmerM_2016,G88916,NLD,Yes,Stool,Adult
14545,LoombaR_2017__SID5577_ytn__bin.14,LoombaR_2017,SID5577_ytn,USA,Yes,Stool,Adult
14550,VogtmannE_2016__MMRS62192467ST-27-0-0__bin.3,VogtmannE_2016,MMRS62192467ST-27-0-0,USA,Yes,Stool,Senior
14576,ZeeviD_2015__PNP_Main_149__bin.49,ZeeviD_2015,PNP_Main_149,ISR,Yes,Stool,Adult
14577,ZeeviD_2015__PNP_Main_28__bin.11,ZeeviD_2015,PNP_Main_28,ISR,Yes,Stool,Adult
14585,HanniganGD_2017__MG100157__bin.11,HanniganGD_2017,MG100157,USA,Yes,Stool,Adult
14585,ZeeviD_2015__PNP_Main_461__bin.46,ZeeviD_2015,PNP_Main_461,ISR,Yes,Stool,Adult
14586,NielsenHB_2014__V1_UC17_2__bin.39,NielsenHB_2014,V1_UC17_2,ESP,Yes,Stool,Adult
14588,Obregon-TitoAJ_2015__NO20__bin.15,Obregon-TitoAJ_2015,NO20,USA,Yes,Stool,Adult
14590,NielsenHB_2014__V1_UC55_4__bin.62,NielsenHB_2014,V1_UC55_4,ESP,Yes,Stool,Adult
14606,LiJ_2014__O2.UC2-1__bin.54,LiJ_2014,O2.UC2-1,ESP,Yes,Stool,Adult
14606,LiJ_2014__V1.CD1-3-PN__bin.42,LiJ_2014,V1.CD1-3-PN,ESP,Yes,Stool,Adult
14606,NielsenHB_2014__O2_UC2_2__bin.30,NielsenHB_2014,O2_UC2_2,ESP,Yes,Stool,Adult
14613,ZeeviD_2015__PNP_Main_6__bin.31,ZeeviD_2015,PNP_Main_6,ISR,Yes,Stool,Adult
14616,ZeeviD_2015__PNP_Main_440__bin.47,ZeeviD_2015,PNP_Main_440,ISR,Yes,Stool,Adult
14618,Bengtsson-PalmeJ_2015__TRAVELRES62__bin.42,Bengtsson-PalmeJ_2015,TRAVELRES62,SWE,Yes,Stool,Adult
14618,KarlssonFH_2013__S258__bin.30,KarlssonFH_2013,S258,SWE,Yes,Stool,Senior
14618,KarlssonFH_2013__S421__bin.55,KarlssonFH_2013,S421,SWE,Yes,Stool,Senior
14618,LomanNJ_2013__OBK3587__bin.5,LomanNJ_2013,OBK3587,DEU,Yes,Stool,Adult
14618,ZeeviD_2015__PNP_DietIntervention_35__bin.10,ZeeviD_2015,PNP_DietIntervention_35,ISR,Yes,Stool,Adult
14618,ZeeviD_2015__PNP_DietIntervention_5__bin.35,ZeeviD_2015,PNP_DietIntervention_5,ISR,Yes,Stool,Adult
14618,ZeeviD_2015__PNP_Main_274__bin.39,ZeeviD_2015,PNP_Main_274,ISR,Yes,Stool,Adult
14618,ZeeviD_2015__PNP_Main_340__bin.5,ZeeviD_2015,PNP_Main_340,ISR,Yes,Stool,Adult
14618,ZeeviD_2015__PNP_Main_353__bin.5,ZeeviD_2015,PNP_Main_353,ISR,Yes,Stool,Adult
14618,ZeeviD_2015__PNP_Main_365__bin.26,ZeeviD_2015,PNP_Main_365,ISR,Yes,Stool,Adult
14635,LiJ_2014__V1.CD52-0__bin.3,LiJ_2014,V1.CD52-0,ESP,Yes,Stool,Adult
14643,ZeeviD_2015__PNP_Main_358__bin.49,ZeeviD_2015,PNP_Main_358,ISR,Yes,Stool,Adult
14670,ZeeviD_2015__PNP_Main_357__bin.29,ZeeviD_2015,PNP_Main_357,ISR,Yes,Stool,Adult
14680,NielsenHB_2014__V1_UC56_0__bin.29,NielsenHB_2014,V1_UC56_0,ESP,Yes,Stool,Adult
14684,LiSS_2016__FAT_023-22-2-0__bin.6,LiSS_2016,FAT_023-22-2-0,NLD,Yes,Stool,Adult
14685,LiJ_2014__V1.CD55-0__bin.22,LiJ_2014,V1.CD55-0,ESP,Yes,Stool,Adult
14692,HMP_2012__SRS043411__bin.34,HMP_2012,SRS043411,USA,Yes,Stool,Adult
14701,SchirmerM_2016__G90575__bin.3,SchirmerM_2016,G90575,NLD,Yes,Stool,Adult
14706,HanniganGD_2017__MG100133__bin.7,HanniganGD_2017,MG100133,USA,Yes,Stool,Adult
14707,HanniganGD_2017__MG100162__bin.2,HanniganGD_2017,MG100162,USA,Yes,Stool,Adult
14714,ZeeviD_2015__PNP_Main_471__bin.6,ZeeviD_2015,PNP_Main_471,ISR,Yes,Stool,Adult
14719,KarlssonFH_2013__S54__bin.40,KarlssonFH_2013,S54,SWE,Yes,Stool,Senior
14720,LoombaR_2017__SID0018_fze__bin.2,LoombaR_2017,SID0018_fze,USA,Yes,Stool,Senior
14721,SchirmerM_2016__G88801__bin.2,SchirmerM_2016,G88801,NLD,Yes,Stool,Adult
14722,XieH_2016__YSZC12003_37308R1__bin.65,XieH_2016,YSZC12003_37308R1,GBR,Yes,Stool,Adult
14727,SchirmerM_2016__G88898__bin.28,SchirmerM_2016,G88898,NLD,Yes,Stool,Adult
14729,IjazUZ_2017__S18_a_WGS__bin.15,IjazUZ_2017,S18_a_WGS,GBR,Yes,Stool,Adult
14731,SchirmerM_2016__G89058__bin.21,SchirmerM_2016,G89058,NLD,Yes,Stool,Adult
14731,SchirmerM_2016__G89275__bin.2,SchirmerM_2016,G89275,NLD,Yes,Stool,Adult
14731,XieH_2016__YSZC12003_37349__bin.37,XieH_2016,YSZC12003_37349,GBR,Yes,Stool,Adult
14732,KarlssonFH_2013__S552__bin.28,KarlssonFH_2013,S552,SWE,Yes,Stool,Senior
14733,SchirmerM_2016__G89126__bin.3,SchirmerM_2016,G89126,NLD,Yes,Stool,Adult
14734,YuJ_2015__SZAXPI003409-8__bin.88,YuJ_2015,SZAXPI003409-8,CHN,Yes,Stool,Senior
14769,XieH_2016__YSZC12003_36696__bin.33,XieH_2016,YSZC12003_36696,GBR,Yes,Stool,Senior
14426,NielsenHB_2014__O2_UC46_2__bin.28,NielsenHB_2014,O2_UC46_2,ESP,Yes,Stool,Adult
14426,NielsenHB_2014__V1_UC54_0__bin.95,NielsenHB_2014,V1_UC54_0,ESP,Yes,Stool,Adult
14438,NielsenHB_2014__O2_UC26_0__bin.22,NielsenHB_2014,O2_UC26_0,ESP,Yes,Stool,Adult
14438,SchirmerM_2016__G88863__bin.25,SchirmerM_2016,G88863,NLD,Yes,Stool,Adult
14438,XieH_2016__YSZC12003_35992__bin.74,XieH_2016,YSZC12003_35992,GBR,Yes,Stool,Adult
14439,KarlssonFH_2013__S243__bin.21,KarlssonFH_2013,S243,SWE,Yes,Stool,Senior
14440,LiJ_2014__V1.FI20__bin.4,LiJ_2014,V1.FI20,ESP,Yes,Stool,Adult
14441,BackhedF_2015__SID39_12M__bin.55,BackhedF_2015,SID39_12M,SWE,Yes,Stool,Child
14441,BackhedF_2015__SID39_4M__bin.7,BackhedF_2015,SID39_4M,SWE,Yes,Stool,Newborn
14441,BackhedF_2015__SID585_12M__bin.38,BackhedF_2015,SID585_12M,SWE,Yes,Stool,Child
14441,BackhedF_2015__SID587_4M__bin.8,BackhedF_2015,SID587_4M,SWE,Yes,Stool,Newborn
14441,Bengtsson-PalmeJ_2015__TRAVELRES19__bin.110,Bengtsson-PalmeJ_2015,TRAVELRES19,SWE,Yes,Stool,Adult
14441,CosteaPI_2017__daisy-11-0-0__bin.13,CosteaPI_2017,daisy-11-0-0,DEU,Yes,Stool,Adult
14441,CosteaPI_2017__daisy-11-2-0__bin.3,CosteaPI_2017,daisy-11-2-0,DEU,Yes,Stool,Adult
14441,CosteaPI_2017__daisy-11-388-0__bin.32,CosteaPI_2017,daisy-11-388-0,DEU,Yes,Stool,Adult
14441,CosteaPI_2017__daisy-11-389-0__bin.24,CosteaPI_2017,daisy-11-389-0,DEU,Yes,Stool,Adult
14441,CosteaPI_2017__daisy-11-390-0__bin.14,CosteaPI_2017,daisy-11-390-0,DEU,Yes,Stool,Adult
14449,KarlssonFH_2013__S304__bin.16,KarlssonFH_2013,S304,SWE,Yes,Stool,Senior
14463,BackhedF_2015__SID546_12M__bin.20,BackhedF_2015,SID546_12M,SWE,Yes,Stool,Child
14472,HMP_2012__SRS047014__bin.35,HMP_2012,SRS047014,USA,Yes,Stool,Adult
14473,XieH_2016__YSZC12003_37331__bin.69,XieH_2016,YSZC12003_37331,GBR,Yes,Stool,Senior
14527,HanniganGD_2017__MG100131__bin.9,HanniganGD_2017,MG100131,USA,Yes,Stool,Adult
14565,VatanenT_2016__G80300__bin.7,VatanenT_2016,G80300,RUS,Yes,Stool,Newborn
14565,VatanenT_2016__G80462__bin.9,VatanenT_2016,G80462,RUS,Yes,Stool,Newborn
14587,GeversD_2014__SKBSTL028__bin.12,GeversD_2014,SKBSTL028,USA,Yes,Stool,Adult
14609,SchirmerM_2016__G88937__bin.16,SchirmerM_2016,G88937,NLD,Yes,Stool,Adult
14639,CosteaPI_2017__SID713B076-11-0-0__bin.82,CosteaPI_2017,SID713B076-11-0-0,KAZ,Yes,Stool,Adult
14657,SchirmerM_2016__G88781__bin.7,SchirmerM_2016,G88781,NLD,Yes,Stool,Adult
14667,SchirmerM_2016__G88958__bin.7,SchirmerM_2016,G88958,NLD,Yes,Stool,Adult
14669,SchirmerM_2016__G89148__bin.2,SchirmerM_2016,G89148,NLD,Yes,Stool,Adult
14673,VogtmannE_2016__MMRS67096717ST-27-0-0__bin.37,VogtmannE_2016,MMRS67096717ST-27-0-0,USA,Yes,Stool,Senior
14674,SchirmerM_2016__G88704__bin.17,SchirmerM_2016,G88704,NLD,Yes,Stool,Adult
14688,LiSS_2016__FAT_012-22-84-0__bin.12,LiSS_2016,FAT_012-22-84-0,NLD,Yes,Stool,Adult
14694,LeChatelierE_2013__MH0197__bin.47,LeChatelierE_2013,MH0197,DNK,Yes,Stool,Adult
14723,XieH_2016__YSZC12003_36118__bin.21,XieH_2016,YSZC12003_36118,GBR,Yes,Stool,Senior
14724,KarlssonFH_2013__S458__bin.54,KarlssonFH_2013,S458,SWE,Yes,Stool,Senior
14788,CM_madagascar__A09_02_1FE__bin.54,CM_madagascar,A09_02_1FE,MDG,No,Stool,Adult
14737,BackhedF_2015__SID184_4M__bin.16,BackhedF_2015,SID184_4M,SWE,Yes,Stool,Newborn
14737,ChengpingW_2017__AS117raw__bin.25,ChengpingW_2017,AS117raw,CHN,Yes,Stool,Adult
14737,CosteaPI_2017__SID713B073-11-0-0__bin.2,CosteaPI_2017,SID713B073-11-0-0,KAZ,Yes,Stool,Adult
14737,FerrettiP_2018__CA_C10055IS2965FE_t2M16__bin.12,FerrettiP_2018,CA_C10055IS2965FE_t2M16,ITA,Yes,Stool,Newborn
14737,KarlssonFH_2013__S131__bin.30,KarlssonFH_2013,S131,SWE,Yes,Stool,Senior
14737,LoombaR_2017__SID0014_cps__bin.14,LoombaR_2017,SID0014_cps,USA,Yes,Stool,Adult
14737,LouisS_2016__AS62_3__bin.7,LouisS_2016,AS62_3,DEU,Yes,Stool,Adult
14737,Obregon-TitoAJ_2015__NO06__bin.22,Obregon-TitoAJ_2015,NO06,USA,Yes,Stool,Adult
14737,QinJ_2012__CON-035__bin.29,QinJ_2012,CON-035,CHN,Yes,Stool,Adult
14737,QinJ_2012__DLM013__bin.20,QinJ_2012,DLM013,CHN,Yes,Stool,Adult
14738,GeversD_2014__SKBSTL010__bin.17,GeversD_2014,SKBSTL010,USA,Yes,Stool,Adult
14738,HanniganGD_2017__MG100208__bin.3,HanniganGD_2017,MG100208,CAN,Yes,Stool,Adult
14739,BackhedF_2015__SID7_B__bin.2,BackhedF_2015,SID7_B,SWE,Yes,Stool,Newborn
14739,LoombaR_2017__SID0013_eop__bin.29,LoombaR_2017,SID0013_eop,USA,Yes,Stool,Adult
14739,Obregon-TitoAJ_2015__NO05__bin.22,Obregon-TitoAJ_2015,NO05,USA,Yes,Stool,Adult
14739,QinJ_2012__T2D-092__bin.52,QinJ_2012,T2D-092,CHN,Yes,Stool,Senior
14739,RaymondF_2016__P18E0__bin.22,RaymondF_2016,P18E0,CAN,Yes,Stool,Adult
14739,VogtmannE_2016__MMRS57569834ST-27-0-0__bin.22,VogtmannE_2016,MMRS57569834ST-27-0-0,USA,Yes,Stool,Adult
14739,YuJ_2015__SZAXPI003431-1__bin.1,YuJ_2015,SZAXPI003431-1,CHN,Yes,Stool,Senior
14739,ZeeviD_2015__PNP_Main_564__bin.26,ZeeviD_2015,PNP_Main_564,ISR,Yes,Stool,Adult
14740,LiJ_2014__V1.CD12-3__bin.8,LiJ_2014,V1.CD12-3,ESP,Yes,Stool,Adult
14740,LoombaR_2017__SID1049_baw__bin.16,LoombaR_2017,SID1049_baw,USA,Yes,Stool,Adult
14740,SchirmerM_2016__G89114__bin.2,SchirmerM_2016,G89114,NLD,Yes,Stool,Adult
14748,FengQ_2015__SID531663__bin.24,FengQ_2015,SID531663,AUT,Yes,Stool,Adult
14761,BackhedF_2015__SID507_4M__bin.1,BackhedF_2015,SID507_4M,SWE,Yes,Stool,Newborn
14762,Obregon-TitoAJ_2015__SM05__bin.35,Obregon-TitoAJ_2015,SM05,PER,No,Stool,Newborn
14741,BackhedF_2015__SID240_12M__bin.21,BackhedF_2015,SID240_12M,SWE,Yes,Stool,Child
14741,BackhedF_2015__SID385_12M__bin.51,BackhedF_2015,SID385_12M,SWE,Yes,Stool,Child
14741,Bengtsson-PalmeJ_2015__TRAVELRES34__bin.56,Bengtsson-PalmeJ_2015,TRAVELRES34,SWE,Yes,Stool,Adult
14741,ChengpingW_2017__AS62raw__bin.9,ChengpingW_2017,AS62raw,CHN,Yes,Stool,Adult
14741,FengQ_2015__SID31557__bin.1,FengQ_2015,SID31557,AUT,Yes,Stool,Senior
14741,FengQ_2015__SID530348__bin.2,FengQ_2015,SID530348,AUT,Yes,Stool,Adult
14741,GeversD_2014__SKBSTL036__bin.51,GeversD_2014,SKBSTL036,USA,Yes,Stool,Adult
14741,HeQ_2017__SZAXPI029590-113__bin.4,HeQ_2017,SZAXPI029590-113,CHN,Yes,Stool,Adult
14741,IjazUZ_2017__S45_a_WGS__bin.10,IjazUZ_2017,S45_a_WGS,GBR,Yes,Stool,School age
14741,IjazUZ_2017__S46_a_WGS__bin.10,IjazUZ_2017,S46_a_WGS,GBR,Yes,Stool,School age
14743,LiJ_2017__H2M413915__bin.23,LiJ_2017,H2M413915,CHN,Yes,Stool,Adult
14744,GeversD_2014__SKBSTL036__bin.75,GeversD_2014,SKBSTL036,USA,Yes,Stool,Adult
14745,VincentC_2016__MM090.2__bin.35,VincentC_2016,MM090.2,CAN,Yes,Stool,Senior
14746,ZeeviD_2015__PNP_Main_454__bin.89,ZeeviD_2015,PNP_Main_454,ISR,Yes,Stool,Adult
14747,ZeeviD_2015__PNP_Main_471__bin.36,ZeeviD_2015,PNP_Main_471,ISR,Yes,Stool,Adult
14749,CosteaPI_2017__halbarad-11-0-0__bin.8,CosteaPI_2017,halbarad-11-0-0,DEU,Yes,Stool,Adult
14749,FengQ_2015__SID31416__bin.9,FengQ_2015,SID31416,AUT,Yes,Stool,Senior
14749,FengQ_2015__SID31865__bin.46,FengQ_2015,SID31865,AUT,Yes,Stool,Adult
14749,FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7,FerrettiP_2018,CA_C10024IS2415FE_t3M15,ITA,Yes,Stool,Newborn
14749,HeQ_2017__RSZAXPI003099-133__bin.4,HeQ_2017,RSZAXPI003099-133,CHN,Yes,Stool,Adult
14749,HeQ_2017__RSZAXPI003105-143__bin.39,HeQ_2017,RSZAXPI003105-143,CHN,Yes,Stool,Adult
14749,HeQ_2017__SZAXPI029501-104__bin.44,HeQ_2017,SZAXPI029501-104,CHN,Yes,Stool,Adult
14749,LiJ_2014__MH0370__bin.30,LiJ_2014,MH0370,DNK,Yes,Stool,Adult
14749,LiJ_2014__V1.FI10__bin.10,LiJ_2014,V1.FI10,ESP,Yes,Stool,Adult
14749,LiSS_2016__FAT_010-22-14-0__bin.52,LiSS_2016,FAT_010-22-14-0,NLD,Yes,Stool,Adult
14750,NielsenHB_2014__V1_UC17_2__bin.2,NielsenHB_2014,V1_UC17_2,ESP,Yes,Stool,Adult
14751,YuJ_2015__SZAXPI017460-27__bin.3,YuJ_2015,SZAXPI017460-27,CHN,Yes,Stool,Senior
14754,NielsenHB_2014__V1_UC50_1__bin.41,NielsenHB_2014,V1_UC50_1,ESP,Yes,Stool,Adult
14754,ZellerG_2014__CCIS27927933ST-4-0__bin.46,ZellerG_2014,CCIS27927933ST-4-0,FRA,Yes,Stool,Senior
14752,XieH_2016__YSZC12003_37296R1__bin.23,XieH_2016,YSZC12003_37296R1,GBR,Yes,Stool,Adult
14753,HeQ_2017__RSZAXPI003103-141__bin.5,HeQ_2017,RSZAXPI003103-141,CHN,Yes,Stool,Adult
14753,KarlssonFH_2013__S330__bin.8,KarlssonFH_2013,S330,SWE,Yes,Stool,Senior
14753,ZellerG_2014__CCIS46047672ST-4-0__bin.17,ZellerG_2014,CCIS46047672ST-4-0,FRA,Yes,Stool,Adult
963,FerrettiP_2018__CA_C10031IS2530FE_t1M15__bin.1,FerrettiP_2018,CA_C10031IS2530FE_t1M15,ITA,Yes,Stool,Newborn
963,FerrettiP_2018__CA_C10031MS2527VA_t0M15__bin.4,FerrettiP_2018,CA_C10031MS2527VA_t0M15,ITA,Yes,Vagina,Adult
963,HMP_2012__SRS011111__bin.1,HMP_2012,SRS011111,USA,Yes,Vagina,Adult
963,HMP_2012__SRS017497__bin.10,HMP_2012,SRS017497,USA,Yes,Vagina,School age
963,HMP_2012__SRS023468__bin.19,HMP_2012,SRS023468,USA,Yes,Vagina,Adult
963,HMP_2012__SRS023604__bin.12,HMP_2012,SRS023604,USA,Yes,Vagina,Adult
963,VincentC_2016__MM010__bin.2,VincentC_2016,MM010,CAN,Yes,Stool,Adult
964,CM_periimplantitis__SP_143SPI_T016__bin.30,CM_periimplantitis,SP_143SPI_T016,ITA,Yes,Oral cavity,Adult
964,CM_periimplantitis__SP_283SPI_T016__bin.15,CM_periimplantitis,SP_283SPI_T016,ITA,Yes,Oral cavity,Adult
967,HMP_2012__SRS056323__bin.15,HMP_2012,SRS056323,USA,Yes,Oral cavity,Adult
970,VincentC_2016__MM091.3__bin.8,VincentC_2016,MM091.3,CAN,Yes,Stool,Senior
970,VincentC_2016__MM091.4__bin.5,VincentC_2016,MM091.4,CAN,Yes,Stool,Senior
983,FerrettiP_2018__CA_C10007IS2113FE_t5M16__bin.1,FerrettiP_2018,CA_C10007IS2113FE_t5M16,ITA,Yes,Stool,Newborn
19794,HMP_2012__SRS011115__bin.40,HMP_2012,SRS011115,USA,Yes,Oral cavity,Adult
965,HMP_2012__SRS019071__bin.47,HMP_2012,SRS019071,USA,Yes,Oral cavity,Adult
965,HMP_2012__SRS024441__bin.3,HMP_2012,SRS024441,USA,Yes,Oral cavity,Adult
966,FerrettiP_2018__CA_C10020IS2343FE_t3M15__bin.7,FerrettiP_2018,CA_C10020IS2343FE_t3M15,ITA,Yes,Stool,Newborn
966,FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.1,FerrettiP_2018,CA_C10020IS2347FE_t4M15,ITA,Yes,Stool,Newborn
968,HMP_2012__SRS015537__bin.17,HMP_2012,SRS015537,USA,Yes,Oral cavity,School age
969,HMP_2012__SRS021954__bin.7,HMP_2012,SRS021954,USA,Yes,Oral cavity,Adult
971,HMP_2012__SRS011306__bin.41,HMP_2012,SRS011306,USA,Yes,Oral cavity,Adult
971,HMP_2012__SRS016086__bin.8,HMP_2012,SRS016086,USA,Yes,Oral cavity,Adult
971,HMP_2012__SRS064774__bin.19,HMP_2012,SRS064774,USA,Yes,Oral cavity,Adult
972,Castro-NallarE_2015__ES_116__bin.8,Castro-NallarE_2015,ES_116,USA,Yes,Oral cavity,Adult
972,CM_cf__CF_FIFC013SS_t5M16__bin.4,CM_cf,CF_FIFC013SS_t5M16,ITA,Yes,Airways,Adult
972,CM_cf__CF_TNFC005SA_t1M15__bin.19,CM_cf,CF_TNFC005SA_t1M15,ITA,Yes,Oral cavity,Adult
972,CM_cf__CF_TNFC022IS_t2M15__bin.9,CM_cf,CF_TNFC022IS_t2M15,ITA,Yes,Airways,School age
972,CM_cf__CF_TNFC022IS_t3M16__bin.7,CM_cf,CF_TNFC022IS_t3M16,ITA,Yes,Airways,School age
